,tweet,label
3967,comparison daily coronavirus death disease dubious cherry-picks number covid death surged post problem rated pant fire,fake
1428,world health organisation protocol procedure lockdown period controlling dangerous virus,fake
8917,rt staying home best way slow spread covid19 hard remain apart loved one challengi …,real
2520,strategy staying cool wearing mask snowflake ❄ ️,real
8033,airborne covid19 pre-existing condition financially bury american families whose state governor manipulating data force children back school w recirculated air conditioning cannot economically adequately disinfected war crimes,fake
10295,air canada promise bonus aeroplan mile passenger get covid,fake
10460,nokia distributing free phone student amidst coronavirus pandemic,fake
448,strong voice like vital time large portion country corona free,real
10398,could miley cyrus vagina hold clue vaccine,fake
5995,wearing mask “ proven ineffective,fake
8526,blamed past administration flawed coronavirus test test existed new virus emerged,fake
3727,science data suggest kid risk covid,fake
7353,heath secretary matt hancock facing mp anger coronavirus testing failing confirms new lockdown restriction northeast england,real
6279,stop spread covid19 cdc continue work tribal nation ensure resource available maintain physical mental health easy access information affordable testing medical mental health care,real
9483,india fights corona average daily test conducted week wise demonstrating consistent increase registered 3.2 time expansion 3rd week july 1st week september lakh test conducted 3rd 4th sept secretary,real
7295,daily update published state reported 897k test 37k case death number currently hospitalized patient fell 29k first time since june,real
6251,covid update today new confirmed case covid report – one imported case detected managed isolation facility two community case,real
5926,new jersey appears taken road california recently moving away reporting people tested test completed we're still trying get confirmation see today bit outlier,real
2460,low talker le likely spread coronavirus evidence suggests,real
22,breaking news president cryill ramaphosa asked foreign nation depart south africa june due increasing case covid,fake
2066,today active covid19 case ya vat mal district maharastra covid19 covid 19 covidー19 corona updates coronavirus india coronavirus updates coronavirus co vid updates,real
1653,assume hospital increase available bed covid patient approximately per day reach maximum capacity increase current bed capacity,real
1376,alappuzha market india closed due discovery covid positive patient area,fake
1724,president trump claim virus control testing available,fake
3754,say donald trump tweeted ordered treasury secretary send check american first however go social medium history last year search post not my president think offending check president maga �,fake
4183,“ equitable access key consideration public health system rebuilt wake covid …,real
4082,instituting change report data api pending longer included total replaced positive negative completed test pending always slippery number seems getting worse,real
6579,delhi's lg anil baijal announced rollback order five-day institutional quarantine coronavirus-infected patient national capital former bangladesh cricket captain mashrafe mortaza tested positive coronavirus infection coronavirus facts,fake
4558,almost two thousand people died already united state according tracking new death reported last hour,real
3537,today first case young child couple announced yesterday case recently arrived india pleased report family member well jet park hotel quarantine facility auckland child two year old ⁣,real
7003,check total infection death stats india coronil patanjali immunity booster fabiflu remdesivir one drug proven effective covid dont confuse vitamin tablet code crocin,fake
10037,end day 3/17 confirmed case state dc territory almost total wa ny case smaller state louisiana colorado rhode island look like hot spot,real
